"local_file","sha256","size","dir","matched_entry_ids","matched_entry_titles","match_method","confidence","recommended_action"
"zaozhi/CN201610101682.4_一种奈妥吡坦中间体2-(3,5-双三氟甲基苯基)-2-甲基丙酸的合成方法.pdf","77b38b65d634fcfe41f50e2f6494f5ff0bb79a99215966b52d31dc74eddfbb3e","529759","zaozhi","141|184|138|181|139|182","CN201610101682.4_一种奈妥吡坦中间体2-(3,5-双三氟甲基苯基)-2-甲基丙酸的合成方法|CN201610101682.4_一种奈妥吡坦中间体2-(3,5-双三氟甲基苯基)-2-甲基丙酸的合成方法|CN201610040983.0_合成奈妥吡坦中间体杂质2-(3,5-双三氟甲基苯基)丙酸的方法|CN201610040983.0_合成奈妥吡坦中间体杂质2-(3,5-双三氟甲基苯基)丙酸的方法|CN201610101663.1_一种奈妥吡坦中间体的合成方法|CN201610101663.1_一种奈妥吡坦中间体的合成方法","exact_title|fuzzy_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1","418581","zaozhi","142|185|206|209|210|216|134|136|137|177|179|180|189|190|197|205|211|351|367","CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法|CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法|CN202210493713.0_一种高纯度5-羟甲基糠醛的制备方法|CN202211414220.X_一种5-羟甲基糠醛的制备方法|CN202311420375.9_一种5-羟甲基糠醛的制备方法|CN202511322703.0_一种5-羟甲基糠醛的纯化方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201410834559.4_一种2,5-呋喃二甲醛的制备方法|CN201510616697.X_一种由生物质衍生物5-HMF或糠醛制备长链烷烃的方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201410834559.4_一种2,5-呋喃二甲醛的制备方法|CN201510616697.X_一种由生物质衍生物5-HMF或糠醛制备长链烷烃的方法|CN201611131667.0_一种由乙酰丙酸制备戊酸及戊酸酯的方法|CN201710079914.5_一种2,5‑呋喃二甲醛的制备方法|CN201910695504.2_一种对羟基苯海因的制备方法|CN202210424424.5_一种由5-羟甲基糠醛制备2,5-呋喃二甲酸的生产方法|CN202311732340.9_一种5-羟甲基糠醛的合成方法|CN201610046821.8_一种选择性制备1-羟基-2,5-己二酮及2,5-呋喃二甲醇的方法|CN201710451177.7_一种间羟基苯乙酮的制备方法","exact_title|fuzzy_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法.pdf","b845107f69b26cddba7e4bf86bb41ead90c06c9f0f55a920475c728922cd3647","523081","zaozhi","143|186|189|201|353|367","CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法|CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法|CN201611131667.0_一种由乙酰丙酸制备戊酸及戊酸酯的方法|CN202110448463.4_一种高手性纯度(S)-1-(2-氯乙酰基)吡咯烷-2-甲腈的制备方法|CN201710768995.X_一种1,10-癸二酸的制备方法|CN201710451177.7_一种间羟基苯乙酮的制备方法","exact_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN201611116066.2_一种γ‑己内酯的制备方法.pdf","37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8","347981","zaozhi","187|134|136|177|179|188|189|190|191|192|193|197|209|210|353|354|367","CN201611116066.2_一种γ‑己内酯的制备方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201410834559.4_一种2,5-呋喃二甲醛的制备方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201410834559.4_一种2,5-呋喃二甲醛的制备方法|CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法|CN201611131667.0_一种由乙酰丙酸制备戊酸及戊酸酯的方法|CN201710079914.5_一种2,5‑呋喃二甲醛的制备方法|CN201710389333.1_一种噻唑‑4‑甲酸的制备方法|CN201710396195.X_一种美罗培南侧链中间体硫醇内酯的制备方法|CN201710768965.9_一种正癸酸的制备方法|CN201910695504.2_一种对羟基苯海因的制备方法|CN202211414220.X_一种5-羟甲基糠醛的制备方法|CN202311420375.9_一种5-羟甲基糠醛的制备方法|CN201710768995.X_一种1,10-癸二酸的制备方法|CN201810321005.2_一种正辛醇酯及其正辛醇的制备方法|CN201710451177.7_一种间羟基苯乙酮的制备方法","exact_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法.pdf","45a46e1550c6e6afda6d556ecf8533a657af814e04e017f69c8b3038f62daac7","295860","zaozhi","188|189|134|177|187|191|193|194|353|354|355","CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法|CN201611131667.0_一种由乙酰丙酸制备戊酸及戊酸酯的方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201611116066.2_一种γ‑己内酯的制备方法|CN201710389333.1_一种噻唑‑4‑甲酸的制备方法|CN201710768965.9_一种正癸酸的制备方法|CN201810320426.3_一种1,13-十三烷二醇酯及其1,13-十三烷二醇的制备方法|CN201710768995.X_一种1,10-癸二酸的制备方法|CN201810321005.2_一种正辛醇酯及其正辛醇的制备方法|PCTCN2025079285_一种呋喃二甲酸的制备方法及装置","exact_title|fuzzy_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN201611131667.0_一种由乙酰丙酸制备戊酸及戊酸酯的方法.pdf","c5bc5e9efe2206e90882c52e94d70e6a77af486dc1ba08c90a9279c60453cc5e","295236","zaozhi","189|188|142|143|185|186|187|193|354|355","CN201611131667.0_一种由乙酰丙酸制备戊酸及戊酸酯的方法|CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法|CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法|CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法|CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法|CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法|CN201611116066.2_一种γ‑己内酯的制备方法|CN201710768965.9_一种正癸酸的制备方法|CN201810321005.2_一种正辛醇酯及其正辛醇的制备方法|PCTCN2025079285_一种呋喃二甲酸的制备方法及装置","exact_title|fuzzy_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN201710079914.5_一种2,5‑呋喃二甲醛的制备方法.pdf","f4855cab4398ac32190ede3ca433ec395734111cc60a089c8f5b537c2c4e785c","302561","zaozhi","190|134|136|177|179|205|135|142|178|185|187|191|193|197|206|207|209|210|211|212|213|215|216|351|353|354|355","CN201710079914.5_一种2,5‑呋喃二甲醛的制备方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201410834559.4_一种2,5-呋喃二甲醛的制备方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201410834559.4_一种2,5-呋喃二甲醛的制备方法|CN202210424424.5_一种由5-羟甲基糠醛制备2,5-呋喃二甲酸的生产方法|CN201410834527.4_一种催化体系可循环使用的2,5-呋喃二甲醛的制备方法|CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法|CN201410834527.4_一种催化体系可循环使用的2,5-呋喃二甲醛的制备方法|CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法|CN201611116066.2_一种γ‑己内酯的制备方法|CN201710389333.1_一种噻唑‑4‑甲酸的制备方法|CN201710768965.9_一种正癸酸的制备方法|CN201910695504.2_一种对羟基苯海因的制备方法|CN202210493713.0_一种高纯度5-羟甲基糠醛的制备方法|CN202210877671.0_一种无金属催化果糖一锅法制备呋喃二甲酸的方法|CN202211414220.X_一种5-羟甲基糠醛的制备方法|CN202311420375.9_一种5-羟甲基糠醛的制备方法|CN202311732340.9_一种5-羟甲基糠醛的合成方法|CN202410337429.3_催化5-羟甲基糠醛合成2,5-二羟甲基四氢呋喃的方法|CN202410455919.3_一种2,5-呋喃二甲酸颗粒及其制备方法和应用|CN202510726786.3_一种呋喃二甲酸的合成方法|CN202511322703.0_一种5-羟甲基糠醛的纯化方法|CN201610046821.8_一种选择性制备1-羟基-2,5-己二酮及2,5-呋喃二甲醇的方法|CN201710768995.X_一种1,10-癸二酸的制备方法|CN201810321005.2_一种正辛醇酯及其正辛醇的制备方法|PCTCN2025079285_一种呋喃二甲酸的制备方法及装置","exact_title|fuzzy_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN201710389333.1_一种噻唑‑4‑甲酸的制备方法.pdf","bcb02c13d109234ae0ed211e0ba5ecddc89d82b39a1343a0b2738d2203f900a6","220130","zaozhi","191|134|136|177|179|187|188|190|193|209|210|353|355","CN201710389333.1_一种噻唑‑4‑甲酸的制备方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201410834559.4_一种2,5-呋喃二甲醛的制备方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201410834559.4_一种2,5-呋喃二甲醛的制备方法|CN201611116066.2_一种γ‑己内酯的制备方法|CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法|CN201710079914.5_一种2,5‑呋喃二甲醛的制备方法|CN201710768965.9_一种正癸酸的制备方法|CN202211414220.X_一种5-羟甲基糠醛的制备方法|CN202311420375.9_一种5-羟甲基糠醛的制备方法|CN201710768995.X_一种1,10-癸二酸的制备方法|PCTCN2025079285_一种呋喃二甲酸的制备方法及装置","exact_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN201710396195.X_一种美罗培南侧链中间体硫醇内酯的制备方法.pdf","51f0e87e3cf2c91423bcb0a48f941e4f095c7d2442e12935be0fcd6bdfa87fa4","405013","zaozhi","192|187","CN201710396195.X_一种美罗培南侧链中间体硫醇内酯的制备方法|CN201611116066.2_一种γ‑己内酯的制备方法","exact_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN201710451177.7_一种间羟基苯乙酮的制备方法.pdf","8283f07ee8eaab917a59dcebb3d02ac45c2cf607e4b192476b57ae866cb79e6f","163840","zaozhi","367|142|143|185|186|187|193|197|206|209|210","CN201710451177.7_一种间羟基苯乙酮的制备方法|CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法|CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法|CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法|CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法|CN201611116066.2_一种γ‑己内酯的制备方法|CN201710768965.9_一种正癸酸的制备方法|CN201910695504.2_一种对羟基苯海因的制备方法|CN202210493713.0_一种高纯度5-羟甲基糠醛的制备方法|CN202211414220.X_一种5-羟甲基糠醛的制备方法|CN202311420375.9_一种5-羟甲基糠醛的制备方法","exact_title|fuzzy_title_low","0.9","migrate_and_link_reuse_object"
"zaozhi/CN201710768965.9_一种正癸酸的制备方法.pdf","06f88640713a559f14e8ac572f02e41637f2f750441e3822ed88808a4835cf13","674278","zaozhi","193|134|177|187|188|189|190|191|197|209|210|353|354|355|367","CN201710768965.9_一种正癸酸的制备方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201611116066.2_一种γ‑己内酯的制备方法|CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法|CN201611131667.0_一种由乙酰丙酸制备戊酸及戊酸酯的方法|CN201710079914.5_一种2,5‑呋喃二甲醛的制备方法|CN201710389333.1_一种噻唑‑4‑甲酸的制备方法|CN201910695504.2_一种对羟基苯海因的制备方法|CN202211414220.X_一种5-羟甲基糠醛的制备方法|CN202311420375.9_一种5-羟甲基糠醛的制备方法|CN201710768995.X_一种1,10-癸二酸的制备方法|CN201810321005.2_一种正辛醇酯及其正辛醇的制备方法|PCTCN2025079285_一种呋喃二甲酸的制备方法及装置|CN201710451177.7_一种间羟基苯乙酮的制备方法","exact_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN201710768995.X_一种1,10‑癸二酸的制备方法.pdf","5e3a1d10f15e80dd7d577e3020345fd74359b8e96548118292396db2df1f4c8a","725474","zaozhi","353|134|136|143|177|179|186|187|188|190|191|193|194|209|355","CN201710768995.X_一种1,10-癸二酸的制备方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201410834559.4_一种2,5-呋喃二甲醛的制备方法|CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201410834559.4_一种2,5-呋喃二甲醛的制备方法|CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法|CN201611116066.2_一种γ‑己内酯的制备方法|CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法|CN201710079914.5_一种2,5‑呋喃二甲醛的制备方法|CN201710389333.1_一种噻唑‑4‑甲酸的制备方法|CN201710768965.9_一种正癸酸的制备方法|CN201810320426.3_一种1,13-十三烷二醇酯及其1,13-十三烷二醇的制备方法|CN202211414220.X_一种5-羟甲基糠醛的制备方法|PCTCN2025079285_一种呋喃二甲酸的制备方法及装置","normalized_title|fuzzy_title_low","0.9","migrate_and_link_reuse_object"
"zaozhi/CN201810320426.3_一种1,13-十三烷二醇酯及其1,13-十三烷二醇的制备方法.pdf","fb3747b3472cc67f0b9a5417ddafc8db552b864969dd30f311ce08388dce8378","499109","zaozhi","194|188|353|354","CN201810320426.3_一种1,13-十三烷二醇酯及其1,13-十三烷二醇的制备方法|CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法|CN201710768995.X_一种1,10-癸二酸的制备方法|CN201810321005.2_一种正辛醇酯及其正辛醇的制备方法","exact_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN201810321005.2_一种正辛醇酯及其正辛醇的制备方法.pdf","4a4675b64288a502562701d5cfe33e25d28b2ab13d3bf833c865c37dd5db1811","507351","zaozhi","354|187|188|189|190|193|194|197","CN201810321005.2_一种正辛醇酯及其正辛醇的制备方法|CN201611116066.2_一种γ‑己内酯的制备方法|CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法|CN201611131667.0_一种由乙酰丙酸制备戊酸及戊酸酯的方法|CN201710079914.5_一种2,5‑呋喃二甲醛的制备方法|CN201710768965.9_一种正癸酸的制备方法|CN201810320426.3_一种1,13-十三烷二醇酯及其1,13-十三烷二醇的制备方法|CN201910695504.2_一种对羟基苯海因的制备方法","exact_title|fuzzy_title_low","0.9","migrate_and_link_reuse_object"
"zaozhi/CN201810916648.1_一种二氟磷酸锂的生产装置及生产方法.pdf","6df193ce2e08fd479b659c558ae3af3791f8106287b13dcfa9aba49a81754787","565281","zaozhi","195|196|355","CN201810916648.1_一种二氟磷酸锂的生产装置及生产方法|CN201821301208.7_一种二氟磷酸锂的生产装置|PCTCN2025079285_一种呋喃二甲酸的制备方法及装置","exact_title|fuzzy_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN201821301208.7_一种二氟磷酸锂的生产装置.pdf","dc97d30a0d09854c72ac016290daecaf366f79ef29fc286433451e7b5cce0a16","572694","zaozhi","196|195","CN201821301208.7_一种二氟磷酸锂的生产装置|CN201810916648.1_一种二氟磷酸锂的生产装置及生产方法","exact_title|fuzzy_title","0.9","migrate_and_link"
"zaozhi/CN201910695504.2_一种对羟基苯海因的制备方法.pdf","e40795e44b5734eb9a2fd882b814b67e6e8dd871691ce75fd4feefb8b5502bec","285983","zaozhi","197|142|185|187|190|193|205|206|209|210|354|367","CN201910695504.2_一种对羟基苯海因的制备方法|CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法|CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法|CN201611116066.2_一种γ‑己内酯的制备方法|CN201710079914.5_一种2,5‑呋喃二甲醛的制备方法|CN201710768965.9_一种正癸酸的制备方法|CN202210424424.5_一种由5-羟甲基糠醛制备2,5-呋喃二甲酸的生产方法|CN202210493713.0_一种高纯度5-羟甲基糠醛的制备方法|CN202211414220.X_一种5-羟甲基糠醛的制备方法|CN202311420375.9_一种5-羟甲基糠醛的制备方法|CN201810321005.2_一种正辛醇酯及其正辛醇的制备方法|CN201710451177.7_一种间羟基苯乙酮的制备方法","exact_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN202110399634.9_一种生物基隔膜涂敷液及其制备方法和在锂电池中的应用.pdf","05440c1d88210c72557f96ff1f4e052799e748b5181130f4b1d3b7aec25f98fc","409894","zaozhi","198|199|204","CN202110399634.9_一种生物基隔膜涂敷液及其制备方法和在锂电池中的应用|CN202110400674.0_一种基于生物质呋喃基聚合物的锂电池隔膜及其制备方法|CN202111478797.2_一种纯呋喃基聚合物膜材料及其在锂电池中的应用","exact_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN202110400674.0_一种基于生物质呋喃基聚合物的锂电池隔膜及其制备方法.pdf","efeac33e154dcf75cca4e98140eabc4f2e54325a8667285a597c9faf3c359f99","548785","zaozhi","199|198|204","CN202110400674.0_一种基于生物质呋喃基聚合物的锂电池隔膜及其制备方法|CN202110399634.9_一种生物基隔膜涂敷液及其制备方法和在锂电池中的应用|CN202111478797.2_一种纯呋喃基聚合物膜材料及其在锂电池中的应用","exact_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN202110400675.5_一种S-(+)-3-羟基四氢呋喃的纯化和异构体检测方法.pdf","4c1f5a5db63efee1c54d62e3b7ac0f7ef53775162593de9c46156197f7129fad","978842","zaozhi","200|212|216","CN202110400675.5_一种S-(+)-3-羟基四氢呋喃的纯化和异构体检测方法|CN202410337429.3_催化5-羟甲基糠醛合成2,5-二羟甲基四氢呋喃的方法|CN202511322703.0_一种5-羟甲基糠醛的纯化方法","exact_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN202110448463.4_一种高手性纯度(S)-1-(2-氯乙酰基)吡咯烷-2-甲腈的制备方法.pdf","ed8658b554bbe3af50172ee3d5f2f5a1e04c2fdc347b053af3ab81b8a32c8f07","541562","zaozhi","201|143|186|206","CN202110448463.4_一种高手性纯度(S)-1-(2-氯乙酰基)吡咯烷-2-甲腈的制备方法|CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法|CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法|CN202210493713.0_一种高纯度5-羟甲基糠醛的制备方法","exact_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN202111026582.7_一种酪氨酸激酶抑制剂关键中间体的合成方法.pdf","718f86772a48a012c7c8aec10977af13359ed25ae6b749293f23cdb9cdd28cfd","515073","zaozhi","202|203|139|140|182|183","CN202111026582.7_一种酪氨酸激酶抑制剂关键中间体的合成方法|CN202111368937.0_一种吡咯吡啶激酶抑制剂关键中间体的合成方法|CN201610101663.1_一种奈妥吡坦中间体的合成方法|CN201610101681.X_一种药物中间体的合成方法|CN201610101663.1_一种奈妥吡坦中间体的合成方法|CN201610101681.X_一种药物中间体的合成方法","exact_title|fuzzy_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN202111368937.0_一种吡咯吡啶激酶抑制剂关键中间体的合成方法.pdf","f2497baff23bd139fbfe9f3849bf5cbd919a98fd619f9fe7211f553313c5cf82","503817","zaozhi","203|202|139|140|182|183","CN202111368937.0_一种吡咯吡啶激酶抑制剂关键中间体的合成方法|CN202111026582.7_一种酪氨酸激酶抑制剂关键中间体的合成方法|CN201610101663.1_一种奈妥吡坦中间体的合成方法|CN201610101681.X_一种药物中间体的合成方法|CN201610101663.1_一种奈妥吡坦中间体的合成方法|CN201610101681.X_一种药物中间体的合成方法","exact_title|fuzzy_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN202111478797.2_一种纯呋喃基聚合物膜材料及其在锂电池中的应用.pdf","39b7e9fe5c948a0c4a6256ff6a0a82b4e1921c62c2cc4a8d21ee269e35faa3ce","642482","zaozhi","204|198|199","CN202111478797.2_一种纯呋喃基聚合物膜材料及其在锂电池中的应用|CN202110399634.9_一种生物基隔膜涂敷液及其制备方法和在锂电池中的应用|CN202110400674.0_一种基于生物质呋喃基聚合物的锂电池隔膜及其制备方法","exact_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN202210424424.5_一种由5-羟甲基糠醛制备2,5-呋喃二甲酸的生产方法.pdf","4dfe152059fd46f0a2192e6c8388929a6e2113577b591221dffc0dceba27dc94","291093","zaozhi","205|190|134|135|136|137|142|177|178|179|180|185|197|206|207|209|210|211|212|213|215|216|351|355","CN202210424424.5_一种由5-羟甲基糠醛制备2,5-呋喃二甲酸的生产方法|CN201710079914.5_一种2,5‑呋喃二甲醛的制备方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201410834527.4_一种催化体系可循环使用的2,5-呋喃二甲醛的制备方法|CN201410834559.4_一种2,5-呋喃二甲醛的制备方法|CN201510616697.X_一种由生物质衍生物5-HMF或糠醛制备长链烷烃的方法|CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201410834527.4_一种催化体系可循环使用的2,5-呋喃二甲醛的制备方法|CN201410834559.4_一种2,5-呋喃二甲醛的制备方法|CN201510616697.X_一种由生物质衍生物5-HMF或糠醛制备长链烷烃的方法|CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法|CN201910695504.2_一种对羟基苯海因的制备方法|CN202210493713.0_一种高纯度5-羟甲基糠醛的制备方法|CN202210877671.0_一种无金属催化果糖一锅法制备呋喃二甲酸的方法|CN202211414220.X_一种5-羟甲基糠醛的制备方法|CN202311420375.9_一种5-羟甲基糠醛的制备方法|CN202311732340.9_一种5-羟甲基糠醛的合成方法|CN202410337429.3_催化5-羟甲基糠醛合成2,5-二羟甲基四氢呋喃的方法|CN202410455919.3_一种2,5-呋喃二甲酸颗粒及其制备方法和应用|CN202510726786.3_一种呋喃二甲酸的合成方法|CN202511322703.0_一种5-羟甲基糠醛的纯化方法|CN201610046821.8_一种选择性制备1-羟基-2,5-己二酮及2,5-呋喃二甲醇的方法|PCTCN2025079285_一种呋喃二甲酸的制备方法及装置","exact_title|fuzzy_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN202210493713.0_一种高纯度5-羟甲基糠醛的制备方法.pdf","27e569dd2542a82818395b2ed2d288b18e74640573119a99a795b4cb29eb2e72","265200","zaozhi","206|142|185|209|210|216|134|136|177|179|190|197|201|205|211|367","CN202210493713.0_一种高纯度5-羟甲基糠醛的制备方法|CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法|CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法|CN202211414220.X_一种5-羟甲基糠醛的制备方法|CN202311420375.9_一种5-羟甲基糠醛的制备方法|CN202511322703.0_一种5-羟甲基糠醛的纯化方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201410834559.4_一种2,5-呋喃二甲醛的制备方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201410834559.4_一种2,5-呋喃二甲醛的制备方法|CN201710079914.5_一种2,5‑呋喃二甲醛的制备方法|CN201910695504.2_一种对羟基苯海因的制备方法|CN202110448463.4_一种高手性纯度(S)-1-(2-氯乙酰基)吡咯烷-2-甲腈的制备方法|CN202210424424.5_一种由5-羟甲基糠醛制备2,5-呋喃二甲酸的生产方法|CN202311732340.9_一种5-羟甲基糠醛的合成方法|CN201710451177.7_一种间羟基苯乙酮的制备方法","exact_title|fuzzy_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN202210877671.0_一种无金属催化果糖一锅法制备呋喃二甲酸的方法.pdf","621cf6b2a3b1026c1a12d8a9cbf0a45e5bafd32ec16bd91c49e63af32fd01e41","393808","zaozhi","207|134|135|136|177|178|179|190|205|215|355","CN202210877671.0_一种无金属催化果糖一锅法制备呋喃二甲酸的方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201410834527.4_一种催化体系可循环使用的2,5-呋喃二甲醛的制备方法|CN201410834559.4_一种2,5-呋喃二甲醛的制备方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201410834527.4_一种催化体系可循环使用的2,5-呋喃二甲醛的制备方法|CN201410834559.4_一种2,5-呋喃二甲醛的制备方法|CN201710079914.5_一种2,5‑呋喃二甲醛的制备方法|CN202210424424.5_一种由5-羟甲基糠醛制备2,5-呋喃二甲酸的生产方法|CN202510726786.3_一种呋喃二甲酸的合成方法|PCTCN2025079285_一种呋喃二甲酸的制备方法及装置","exact_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN202211173701.6_法匹拉韦中间体3,6-二氟-2-吡嗪甲腈的制备方法.pdf","37a48402a90fa91eb4e71a6351e31fb38b29b3bf8c86daa605bb1fa6b0a39e6e","585137","zaozhi","208","CN202211173701.6_法匹拉韦中间体3,6-二氟-2-吡嗪甲腈的制备方法","exact_title","0.9","migrate_and_link"
"zaozhi/CN202211414220.X_一种5-羟甲基糠醛的制备方法.pdf","f78c802e9a03f98a76337b1d58173bbeac361590df342fce546ffbe206743a32","1336702","zaozhi","209|142|185|206|210|134|136|137|177|179|180|187|190|191|193|197|205|211|216|351|353|367","CN202211414220.X_一种5-羟甲基糠醛的制备方法|CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法|CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法|CN202210493713.0_一种高纯度5-羟甲基糠醛的制备方法|CN202311420375.9_一种5-羟甲基糠醛的制备方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201410834559.4_一种2,5-呋喃二甲醛的制备方法|CN201510616697.X_一种由生物质衍生物5-HMF或糠醛制备长链烷烃的方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201410834559.4_一种2,5-呋喃二甲醛的制备方法|CN201510616697.X_一种由生物质衍生物5-HMF或糠醛制备长链烷烃的方法|CN201611116066.2_一种γ‑己内酯的制备方法|CN201710079914.5_一种2,5‑呋喃二甲醛的制备方法|CN201710389333.1_一种噻唑‑4‑甲酸的制备方法|CN201710768965.9_一种正癸酸的制备方法|CN201910695504.2_一种对羟基苯海因的制备方法|CN202210424424.5_一种由5-羟甲基糠醛制备2,5-呋喃二甲酸的生产方法|CN202311732340.9_一种5-羟甲基糠醛的合成方法|CN202511322703.0_一种5-羟甲基糠醛的纯化方法|CN201610046821.8_一种选择性制备1-羟基-2,5-己二酮及2,5-呋喃二甲醇的方法|CN201710768995.X_一种1,10-癸二酸的制备方法|CN201710451177.7_一种间羟基苯乙酮的制备方法","exact_title|fuzzy_title|fuzzy_title_low","0.9","migrate_and_link"
