absolute_path,relative_path,filename,extension,size_bytes,sha256,mime_type,entry_id,confidence,match_method,object_key,is_temp,duplicate_of,category
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","zaozhi/CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf",".pdf",418581,026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1,application/pdf,206,0.65,"fuzzy_title",documents/026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","zaozhi/CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf",".pdf",418581,026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1,application/pdf,209,0.65,"fuzzy_title",documents/026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","zaozhi/CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf",".pdf",418581,026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1,application/pdf,210,0.65,"fuzzy_title",documents/026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","zaozhi/CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf",".pdf",418581,026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1,application/pdf,216,0.65,"fuzzy_title",documents/026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","zaozhi/CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf",".pdf",418581,026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1,application/pdf,134,0.5,"fuzzy_title_low",documents/026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","zaozhi/CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf",".pdf",418581,026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1,application/pdf,136,0.5,"fuzzy_title_low",documents/026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","zaozhi/CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf",".pdf",418581,026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1,application/pdf,137,0.5,"fuzzy_title_low",documents/026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","zaozhi/CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf",".pdf",418581,026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1,application/pdf,177,0.5,"fuzzy_title_low",documents/026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","zaozhi/CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf",".pdf",418581,026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1,application/pdf,179,0.5,"fuzzy_title_low",documents/026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","zaozhi/CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf",".pdf",418581,026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1,application/pdf,180,0.5,"fuzzy_title_low",documents/026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","zaozhi/CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf",".pdf",418581,026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1,application/pdf,189,0.5,"fuzzy_title_low",documents/026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","zaozhi/CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf",".pdf",418581,026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1,application/pdf,190,0.5,"fuzzy_title_low",documents/026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","zaozhi/CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf",".pdf",418581,026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1,application/pdf,197,0.5,"fuzzy_title_low",documents/026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","zaozhi/CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf",".pdf",418581,026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1,application/pdf,205,0.5,"fuzzy_title_low",documents/026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","zaozhi/CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf",".pdf",418581,026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1,application/pdf,211,0.5,"fuzzy_title_low",documents/026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","zaozhi/CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf",".pdf",418581,026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1,application/pdf,351,0.5,"fuzzy_title_low",documents/026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","zaozhi/CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf",".pdf",418581,026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1,application/pdf,367,0.5,"fuzzy_title_low",documents/026b03a9b7c91f8c1102e6a23ba1712e520b504378c5ecdeaa02a5623e073dd1.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法.pdf","zaozhi/CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法.pdf","CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法.pdf",".pdf",523081,b845107f69b26cddba7e4bf86bb41ead90c06c9f0f55a920475c728922cd3647,application/pdf,143,0.98,"exact_title",documents/b845107f69b26cddba7e4bf86bb41ead90c06c9f0f55a920475c728922cd3647.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法.pdf","zaozhi/CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法.pdf","CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法.pdf",".pdf",523081,b845107f69b26cddba7e4bf86bb41ead90c06c9f0f55a920475c728922cd3647,application/pdf,186,0.98,"exact_title",documents/b845107f69b26cddba7e4bf86bb41ead90c06c9f0f55a920475c728922cd3647.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法.pdf","zaozhi/CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法.pdf","CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法.pdf",".pdf",523081,b845107f69b26cddba7e4bf86bb41ead90c06c9f0f55a920475c728922cd3647,application/pdf,189,0.5,"fuzzy_title_low",documents/b845107f69b26cddba7e4bf86bb41ead90c06c9f0f55a920475c728922cd3647.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法.pdf","zaozhi/CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法.pdf","CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法.pdf",".pdf",523081,b845107f69b26cddba7e4bf86bb41ead90c06c9f0f55a920475c728922cd3647,application/pdf,201,0.5,"fuzzy_title_low",documents/b845107f69b26cddba7e4bf86bb41ead90c06c9f0f55a920475c728922cd3647.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法.pdf","zaozhi/CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法.pdf","CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法.pdf",".pdf",523081,b845107f69b26cddba7e4bf86bb41ead90c06c9f0f55a920475c728922cd3647,application/pdf,353,0.5,"fuzzy_title_low",documents/b845107f69b26cddba7e4bf86bb41ead90c06c9f0f55a920475c728922cd3647.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法.pdf","zaozhi/CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法.pdf","CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法.pdf",".pdf",523081,b845107f69b26cddba7e4bf86bb41ead90c06c9f0f55a920475c728922cd3647,application/pdf,367,0.5,"fuzzy_title_low",documents/b845107f69b26cddba7e4bf86bb41ead90c06c9f0f55a920475c728922cd3647.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611116066.2_一种γ‑己内酯的制备方法.pdf","zaozhi/CN201611116066.2_一种γ‑己内酯的制备方法.pdf","CN201611116066.2_一种γ‑己内酯的制备方法.pdf",".pdf",347981,37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8,application/pdf,187,0.98,"exact_title",documents/37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611116066.2_一种γ‑己内酯的制备方法.pdf","zaozhi/CN201611116066.2_一种γ‑己内酯的制备方法.pdf","CN201611116066.2_一种γ‑己内酯的制备方法.pdf",".pdf",347981,37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8,application/pdf,134,0.5,"fuzzy_title_low",documents/37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611116066.2_一种γ‑己内酯的制备方法.pdf","zaozhi/CN201611116066.2_一种γ‑己内酯的制备方法.pdf","CN201611116066.2_一种γ‑己内酯的制备方法.pdf",".pdf",347981,37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8,application/pdf,136,0.5,"fuzzy_title_low",documents/37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611116066.2_一种γ‑己内酯的制备方法.pdf","zaozhi/CN201611116066.2_一种γ‑己内酯的制备方法.pdf","CN201611116066.2_一种γ‑己内酯的制备方法.pdf",".pdf",347981,37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8,application/pdf,177,0.5,"fuzzy_title_low",documents/37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611116066.2_一种γ‑己内酯的制备方法.pdf","zaozhi/CN201611116066.2_一种γ‑己内酯的制备方法.pdf","CN201611116066.2_一种γ‑己内酯的制备方法.pdf",".pdf",347981,37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8,application/pdf,179,0.5,"fuzzy_title_low",documents/37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611116066.2_一种γ‑己内酯的制备方法.pdf","zaozhi/CN201611116066.2_一种γ‑己内酯的制备方法.pdf","CN201611116066.2_一种γ‑己内酯的制备方法.pdf",".pdf",347981,37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8,application/pdf,188,0.5,"fuzzy_title_low",documents/37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611116066.2_一种γ‑己内酯的制备方法.pdf","zaozhi/CN201611116066.2_一种γ‑己内酯的制备方法.pdf","CN201611116066.2_一种γ‑己内酯的制备方法.pdf",".pdf",347981,37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8,application/pdf,189,0.5,"fuzzy_title_low",documents/37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611116066.2_一种γ‑己内酯的制备方法.pdf","zaozhi/CN201611116066.2_一种γ‑己内酯的制备方法.pdf","CN201611116066.2_一种γ‑己内酯的制备方法.pdf",".pdf",347981,37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8,application/pdf,190,0.5,"fuzzy_title_low",documents/37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611116066.2_一种γ‑己内酯的制备方法.pdf","zaozhi/CN201611116066.2_一种γ‑己内酯的制备方法.pdf","CN201611116066.2_一种γ‑己内酯的制备方法.pdf",".pdf",347981,37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8,application/pdf,191,0.5,"fuzzy_title_low",documents/37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611116066.2_一种γ‑己内酯的制备方法.pdf","zaozhi/CN201611116066.2_一种γ‑己内酯的制备方法.pdf","CN201611116066.2_一种γ‑己内酯的制备方法.pdf",".pdf",347981,37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8,application/pdf,192,0.5,"fuzzy_title_low",documents/37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611116066.2_一种γ‑己内酯的制备方法.pdf","zaozhi/CN201611116066.2_一种γ‑己内酯的制备方法.pdf","CN201611116066.2_一种γ‑己内酯的制备方法.pdf",".pdf",347981,37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8,application/pdf,193,0.5,"fuzzy_title_low",documents/37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611116066.2_一种γ‑己内酯的制备方法.pdf","zaozhi/CN201611116066.2_一种γ‑己内酯的制备方法.pdf","CN201611116066.2_一种γ‑己内酯的制备方法.pdf",".pdf",347981,37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8,application/pdf,197,0.5,"fuzzy_title_low",documents/37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611116066.2_一种γ‑己内酯的制备方法.pdf","zaozhi/CN201611116066.2_一种γ‑己内酯的制备方法.pdf","CN201611116066.2_一种γ‑己内酯的制备方法.pdf",".pdf",347981,37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8,application/pdf,209,0.5,"fuzzy_title_low",documents/37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611116066.2_一种γ‑己内酯的制备方法.pdf","zaozhi/CN201611116066.2_一种γ‑己内酯的制备方法.pdf","CN201611116066.2_一种γ‑己内酯的制备方法.pdf",".pdf",347981,37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8,application/pdf,210,0.5,"fuzzy_title_low",documents/37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611116066.2_一种γ‑己内酯的制备方法.pdf","zaozhi/CN201611116066.2_一种γ‑己内酯的制备方法.pdf","CN201611116066.2_一种γ‑己内酯的制备方法.pdf",".pdf",347981,37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8,application/pdf,353,0.5,"fuzzy_title_low",documents/37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611116066.2_一种γ‑己内酯的制备方法.pdf","zaozhi/CN201611116066.2_一种γ‑己内酯的制备方法.pdf","CN201611116066.2_一种γ‑己内酯的制备方法.pdf",".pdf",347981,37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8,application/pdf,354,0.5,"fuzzy_title_low",documents/37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611116066.2_一种γ‑己内酯的制备方法.pdf","zaozhi/CN201611116066.2_一种γ‑己内酯的制备方法.pdf","CN201611116066.2_一种γ‑己内酯的制备方法.pdf",".pdf",347981,37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8,application/pdf,367,0.5,"fuzzy_title_low",documents/37b8fd3ec776c2afdde78ead33b33c917ec9d84aa5cf0e1dd1fc726ba6ecf7d8.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法.pdf","zaozhi/CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法.pdf","CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法.pdf",".pdf",295860,45a46e1550c6e6afda6d556ecf8533a657af814e04e017f69c8b3038f62daac7,application/pdf,188,0.98,"exact_title",documents/45a46e1550c6e6afda6d556ecf8533a657af814e04e017f69c8b3038f62daac7.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法.pdf","zaozhi/CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法.pdf","CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法.pdf",".pdf",295860,45a46e1550c6e6afda6d556ecf8533a657af814e04e017f69c8b3038f62daac7,application/pdf,189,0.65,"fuzzy_title",documents/45a46e1550c6e6afda6d556ecf8533a657af814e04e017f69c8b3038f62daac7.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法.pdf","zaozhi/CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法.pdf","CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法.pdf",".pdf",295860,45a46e1550c6e6afda6d556ecf8533a657af814e04e017f69c8b3038f62daac7,application/pdf,134,0.5,"fuzzy_title_low",documents/45a46e1550c6e6afda6d556ecf8533a657af814e04e017f69c8b3038f62daac7.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法.pdf","zaozhi/CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法.pdf","CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法.pdf",".pdf",295860,45a46e1550c6e6afda6d556ecf8533a657af814e04e017f69c8b3038f62daac7,application/pdf,177,0.5,"fuzzy_title_low",documents/45a46e1550c6e6afda6d556ecf8533a657af814e04e017f69c8b3038f62daac7.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法.pdf","zaozhi/CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法.pdf","CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法.pdf",".pdf",295860,45a46e1550c6e6afda6d556ecf8533a657af814e04e017f69c8b3038f62daac7,application/pdf,187,0.5,"fuzzy_title_low",documents/45a46e1550c6e6afda6d556ecf8533a657af814e04e017f69c8b3038f62daac7.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法.pdf","zaozhi/CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法.pdf","CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法.pdf",".pdf",295860,45a46e1550c6e6afda6d556ecf8533a657af814e04e017f69c8b3038f62daac7,application/pdf,191,0.5,"fuzzy_title_low",documents/45a46e1550c6e6afda6d556ecf8533a657af814e04e017f69c8b3038f62daac7.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法.pdf","zaozhi/CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法.pdf","CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法.pdf",".pdf",295860,45a46e1550c6e6afda6d556ecf8533a657af814e04e017f69c8b3038f62daac7,application/pdf,193,0.5,"fuzzy_title_low",documents/45a46e1550c6e6afda6d556ecf8533a657af814e04e017f69c8b3038f62daac7.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法.pdf","zaozhi/CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法.pdf","CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法.pdf",".pdf",295860,45a46e1550c6e6afda6d556ecf8533a657af814e04e017f69c8b3038f62daac7,application/pdf,194,0.5,"fuzzy_title_low",documents/45a46e1550c6e6afda6d556ecf8533a657af814e04e017f69c8b3038f62daac7.pdf,0,,AUTO
