"entry_id","entry_title","entry_type","source","source_type","source_file","file_count_confirmed","file_count_all","match_method","confidence"
"189","CN201611131667.0_一种由乙酰丙酸制备戊酸及戊酸酯的方法","patent","local_file","pdf","zaozhi/CN201611131667.0_一种由乙酰丙酸制备戊酸及戊酸酯的方法.pdf","1","10","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"190","CN201710079914.5_一种2,5‑呋喃二甲醛的制备方法","patent","local_file","pdf","zaozhi/CN201710079914.5_一种2,5‑呋喃二甲醛的制备方法.pdf","1","27","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"191","CN201710389333.1_一种噻唑‑4‑甲酸的制备方法","patent","local_file","pdf","zaozhi/CN201710389333.1_一种噻唑‑4‑甲酸的制备方法.pdf","1","13","exact_title|fuzzy_title_low","0.9"
"192","CN201710396195.X_一种美罗培南侧链中间体硫醇内酯的制备方法","patent","local_file","pdf","zaozhi/CN201710396195.X_一种美罗培南侧链中间体硫醇内酯的制备方法.pdf","1","2","exact_title|fuzzy_title_low","0.9"
"193","CN201710768965.9_一种正癸酸的制备方法","patent","local_file","pdf","zaozhi/CN201710768965.9_一种正癸酸的制备方法.pdf","1","18","exact_title|fuzzy_title_low","0.9"
"194","CN201810320426.3_一种1,13-十三烷二醇酯及其1,13-十三烷二醇的制备方法","patent","local_file","pdf","zaozhi/CN201810320426.3_一种1,13-十三烷二醇酯及其1,13-十三烷二醇的制备方法.pdf","1","6","exact_title|fuzzy_title_low","0.9"
"195","CN201810916648.1_一种二氟磷酸锂的生产装置及生产方法","patent","local_file","pdf","zaozhi/CN201810916648.1_一种二氟磷酸锂的生产装置及生产方法.pdf","1","4","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"196","CN201821301208.7_一种二氟磷酸锂的生产装置","patent","local_file","pdf","zaozhi/CN201821301208.7_一种二氟磷酸锂的生产装置.pdf","1","2","exact_title|fuzzy_title","0.9"
"197","CN201910695504.2_一种对羟基苯海因的制备方法","patent","local_file","pdf","zaozhi/CN201910695504.2_一种对羟基苯海因的制备方法.pdf","1","13","exact_title|fuzzy_title_low","0.9"
"198","CN202110399634.9_一种生物基隔膜涂敷液及其制备方法和在锂电池中的应用","patent","local_file","pdf","zaozhi/CN202110399634.9_一种生物基隔膜涂敷液及其制备方法和在锂电池中的应用.pdf","1","3","exact_title|fuzzy_title_low","0.9"
"199","CN202110400674.0_一种基于生物质呋喃基聚合物的锂电池隔膜及其制备方法","patent","local_file","pdf","zaozhi/CN202110400674.0_一种基于生物质呋喃基聚合物的锂电池隔膜及其制备方法.pdf","1","3","exact_title|fuzzy_title_low","0.9"
"200","CN202110400675.5_一种S-(+)-3-羟基四氢呋喃的纯化和异构体检测方法","patent","local_file","pdf","zaozhi/CN202110400675.5_一种S-(+)-3-羟基四氢呋喃的纯化和异构体检测方法.pdf","1","3","exact_title|fuzzy_title_low","0.9"
"201","CN202110448463.4_一种高手性纯度(S)-1-(2-氯乙酰基)吡咯烷-2-甲腈的制备方法","patent","local_file","pdf","zaozhi/CN202110448463.4_一种高手性纯度(S)-1-(2-氯乙酰基)吡咯烷-2-甲腈的制备方法.pdf","1","3","exact_title|fuzzy_title_low","0.9"
"202","CN202111026582.7_一种酪氨酸激酶抑制剂关键中间体的合成方法","patent","local_file","pdf","zaozhi/CN202111026582.7_一种酪氨酸激酶抑制剂关键中间体的合成方法.pdf","1","4","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"203","CN202111368937.0_一种吡咯吡啶激酶抑制剂关键中间体的合成方法","patent","local_file","pdf","zaozhi/CN202111368937.0_一种吡咯吡啶激酶抑制剂关键中间体的合成方法.pdf","1","4","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"204","CN202111478797.2_一种纯呋喃基聚合物膜材料及其在锂电池中的应用","patent","local_file","pdf","zaozhi/CN202111478797.2_一种纯呋喃基聚合物膜材料及其在锂电池中的应用.pdf","1","3","exact_title|fuzzy_title_low","0.9"
"205","CN202210424424.5_一种由5-羟甲基糠醛制备2,5-呋喃二甲酸的生产方法","patent","local_file","pdf","zaozhi/CN202210424424.5_一种由5-羟甲基糠醛制备2,5-呋喃二甲酸的生产方法.pdf","1","21","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"206","CN202210493713.0_一种高纯度5-羟甲基糠醛的制备方法","patent","local_file","pdf","zaozhi/CN202210493713.0_一种高纯度5-羟甲基糠醛的制备方法.pdf","1","14","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"207","CN202210877671.0_一种无金属催化果糖一锅法制备呋喃二甲酸的方法","patent","local_file","pdf","zaozhi/CN202210877671.0_一种无金属催化果糖一锅法制备呋喃二甲酸的方法.pdf","1","9","exact_title|fuzzy_title_low","0.9"
"208","CN202211173701.6_法匹拉韦中间体3,6-二氟-2-吡嗪甲腈的制备方法","patent","local_file","pdf","zaozhi/CN202211173701.6_法匹拉韦中间体3,6-二氟-2-吡嗪甲腈的制备方法.pdf","1","1","exact_title","0.9"
"209","CN202211414220.X_一种5-羟甲基糠醛的制备方法","patent","local_file","pdf","zaozhi/CN202211414220.X_一种5-羟甲基糠醛的制备方法.pdf","1","21","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"210","CN202311420375.9_一种5-羟甲基糠醛的制备方法","patent","local_file","pdf","zaozhi/CN202311420375.9_一种5-羟甲基糠醛的制备方法.pdf","1","19","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"211","CN202311732340.9_一种5-羟甲基糠醛的合成方法","patent","local_file","pdf","zaozhi/CN202311732340.9_一种5-羟甲基糠醛的合成方法.pdf","1","10","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"212","CN202410337429.3_催化5-羟甲基糠醛合成2,5-二羟甲基四氢呋喃的方法","patent","local_file","pdf","zaozhi/CN202410337429.3_催化5-羟甲基糠醛合成2,5-二羟甲基四氢呋喃的方法.pdf","1","9","exact_title|fuzzy_title_low","0.9"
"213","CN202410455919.3_一种2,5-呋喃二甲酸颗粒及其制备方法和应用","patent","local_file","pdf","zaozhi/CN202410455919.3_一种2,5-呋喃二甲酸颗粒及其制备方法和应用.pdf","1","11","exact_title|fuzzy_title_low","0.9"
"214","CN202411727615.4_一种生物基聚酰胺纳滤膜及其应用","patent","local_file","pdf","zaozhi/CN202411727615.4_一种生物基聚酰胺纳滤膜及其应用.pdf","1","1","exact_title","0.9"
"215","CN202510726786.3_一种呋喃二甲酸的合成方法","patent","local_file","pdf","zaozhi/CN202510726786.3_一种呋喃二甲酸的合成方法.pdf","1","11","exact_title|fuzzy_title_low","0.9"
"216","CN202511322703.0_一种5-羟甲基糠醛的纯化方法","patent","local_file","pdf","zaozhi/CN202511322703.0_一种5-羟甲基糠醛的纯化方法.pdf","1","10","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"217","EP24203247.2_METHOD FOR PREPARING 5-HYDROXYMETHYLFURFURAL","academic_paper","local_file","pdf","zaozhi/EP24203247.2_METHOD FOR PREPARING 5-HYDROXYMETHYLFURFURAL.pdf","1","3","exact_title|fuzzy_title","0.9"
"218","Techno‐Economic Assessment of Biofuels Production From Sugarcane Bagasse","academic_paper","local_file","pdf","zaozhi/Energy Science   Engineering - 2025 - Buthelezi - Techno‐Economic Assessment of Biofuels Production From Sugarcane Bagasse.pdf","2","2","metadata_in_db","0.9"
"219","Engineering Ligninolytic Consortium for Bioconversion of Lignocelluloses to Ethanol and Chemicals","academic_paper","local_file","pdf","zaozhi/Engineering Ligninolytic Consortium for Bioconversion of Lignocelluloses to Ethanol and Chemicals(科研通-ablesci.com).pdf","1","1","metadata_in_db","0.9"
"220","Green synthesis of ZnO-NPs using sugarcane bagasse waste: phytochemical assessment of extract and biological study of nanoparticles","academic_paper","local_file","pdf","zaozhi/Green synthesis of ZnO-NPs using sugarcane bagasse waste_ Phytochemical assessment of extract and biological study of nanopartic(科研通-ablesci.com).pdf","2","2","metadata_in_db","0.9"
"221","JP2024145580_５－ヒドロキシメチルフルフラールの製造方法","academic_paper","local_file","pdf","zaozhi/JP2024145580_５－ヒドロキシメチルフルフラールの製造方法.pdf","1","1","exact_title","0.9"
"222","Bio-packaging based on a composite of paper waste and coconut fiber","academic_paper","local_file","pdf","zaozhi/Noor_2020_IOP_Conf._Ser.__Earth_Environ._Sci._599_012051.pdf","1","1","metadata_in_db","0.9"
"223","DeepEnzyme: a robust deep learning model for improved enzyme turnover number prediction by utilizing features of protein 3D-structures","academic_paper","local_file","pdf","zaozhi/bbae409.pdf","1","1","metadata_in_db","0.9"
"224","bio-based paper&pulp by MQE 2025.10.29","template","local_file","ppt","zaozhi/bio-based paper&pulp by MQE 2025.10.29.pptx","1","6","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"225","bio-based paper&pulp by MQE 2025.10.30","academic_paper","local_file","mixed","zaozhi/bio-based paper&pulp by MQE 2025.10.30.pdf","2","6","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"226","bio-based paper&pulp by MQE 2025.10.30","template","local_file","mixed","zaozhi/bio-based paper&pulp by MQE 2025.10.30.pdf","2","6","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"227","bio-based paper&pulp by MQE 2025.10.31","template","local_file","ppt","zaozhi/bio-based paper&pulp by MQE 2025.10.31.pptx","1","6","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"228","bio-based paper&pulp by MQE 2025.10","template","local_file","ppt","zaozhi/bio-based paper&pulp by MQE 2025.10.pptx","1","6","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"229","Enzyme Applications in Pulp and Paper","academic_paper","local_file","pdf","zaozhi/csirEnzymeApplicationsinPulpandPaperrav.pdf","1","3","metadata_in_db|fuzzy_title_low","0.9"
"230","非粮生物基材料产业创新发展典型案例入围名单（公示稿）","academic_paper","local_file","pdf","zaozhi/f2121195da604aab89e06cbdd8b6cc43.pdf","1","1","metadata_in_db","0.9"
"231","Optimizing COD removal, lignin degradation and electricity generation from pulp and paper industry wastewater by CW-MFC using box-behnken design","academic_paper","local_file","pdf","zaozhi/fenrg-4-1549247.pdf","1","1","metadata_in_db","0.9"
"232","Lactic Acid Production from Steam-Exploded Sugarcane Bagasse Using Bacillus coagulans DSM2314","academic_paper","local_file","pdf","zaozhi/fermentation-09-00789.pdf","2","4","metadata_in_db|fuzzy_title_low","0.9"
"233","Sugarcane Bagasse: A Sustainable Feedstock for Biorefinery Portfolios in South Africa","academic_paper","local_file","pdf","zaozhi/fermentation-11-00489.pdf","2","2","metadata_in_db","0.9"
"234","Glycerol bioconversion to biofuel and value-added products by yeasts","academic_paper","local_file","pdf","zaozhi/foaf038.pdf","2","2","metadata_in_db","0.9"
"235","Corn Steep Liquor as an Efficient Bioresource for Functional Components Production by Biotransformation Technology","academic_paper","local_file","pdf","zaozhi/foods-14-02158.pdf","2","2","metadata_in_db","0.9"
"236","The Importance of Molecular Size, Concentration, and Thermal Conditions in Enhancing Lignin Derivatives' Interactions with Skin-like Membranes: Implications for Cosmetic and Therapeutic Applications","academic_paper","local_file","pdf","zaozhi/ijms-26-09906-v2.pdf","2","2","metadata_in_db","0.9"
"237","Mechanical and Structural Properties of Biocomposites Reinforced with Bagasse Fibers from Sugarcane Overexpressing Sucrose Synthesis","academic_paper","local_file","pdf","zaozhi/jcs-09-00503.pdf","2","2","metadata_in_db","0.9"
"238","jingxing-驱动","template","local_file","ppt","zaozhi/jingxing-驱动.pptx","1","1","exact_title","0.9"
"239","Lactic Acid Production from Sugarcane Bagasse Hydrolysates by Lactiplantibacillus Strains","academic_paper","local_file","pdf","zaozhi/lactic-acid-production-from-sugarcane-bagasse-hydrolysates-by-lactiplantibacillus-strains.pdf","2","2","metadata_in_db","0.9"
"240","Status and trends of enzyme cocktails for efficient and ecological production in the pulp and paper industry","academic_paper","local_file","pdf","zaozhi/main.pdf","2","2","metadata_in_db","0.9"
"241","Chimeric enzymes in the pulp and paper making industry: Current developments","academic_paper","local_file","pdf","zaozhi/2025_Chimeric enzymes.pdf","3","3","pdf_title|metadata_in_db","0.9"
"242","A unique Equisetum enzyme, hetero-trans-β-glucanase (HTG), enhances industrially and environmentally important cellulose-rich materials","academic_paper","local_file","pdf","zaozhi/main3.pdf","1","1","metadata_in_db","0.9"
"243","Maximizing Polylactic Acid Bioplastic Yield from Lactobacillus rhamnosus L6 via Response Surface Methodology: Evaluating Antimicrobial Effectiveness, Physical, and Chemical Properties of PLA","academic_paper","local_file","pdf","zaozhi/maximizing-polylactic-acid-bioplastic-yield-from-lactobacillus-rhamnosus-l6-via-response-surface-methodology-evaluating.pdf","2","2","metadata_in_db","0.9"
"244","论文摘要检索合集（paper_retrieval）","academic_paper","local_file","pdf","zaozhi/paper_retrieval.pdf","2","2","metadata_in_db","0.9"
"245","Advances in L-Lactic Acid Production from Lignocellulose Using Genetically Modified Microbial Systems","academic_paper","local_file","pdf","zaozhi/polymers-17-00322.pdf","2","2","metadata_in_db","0.9"
"246","Innovations in papermaking using enzymatic intervention: an ecofriendly approach","academic_paper","local_file","pdf","zaozhi/s10570-023-05333-2.pdf","1","1","metadata_in_db","0.9"
"247","Coconut husk: A sustainable solution for eco-friendly packaging applications","academic_paper","local_file","pdf","zaozhi/s10668-024-05154-8.pdf","1","1","metadata_in_db","0.9"
"248","Nonsterile Lactic Acid Production from Pulse Husks","academic_paper","local_file","pdf","zaozhi/s12649-025-03057-x.pdf","2","3","metadata_in_db|id_token","0.9"
"249","Synergistic cell-free enzyme cocktails for enhanced fiber matrix development: improving dewatering, strength, and decarbonization in the paper industry","academic_paper","local_file","pdf","zaozhi/s13068-025-02646-1.pdf","1","1","metadata_in_db","0.9"
"250","Valorization of waste from coconut palm cultivation as source of cellulose to papermaking","academic_paper","local_file","pdf","zaozhi/s13762-024-06270-8.pdf","1","1","metadata_in_db","0.9"
"251","Blasting extrusion pretreatment of sweet sorghum bagasse for enhanced enzymatic saccharification and ethanol production using Pichia kudriavzevii ATCC 20,381","academic_paper","local_file","pdf","zaozhi/s40643-025-00905-5.pdf","2","2","metadata_in_db","0.9"
"252","Transforming waste into value: Single-step in situ synthesis of magnetic porous carbon composite adsorbents from sugarcane bagasse and iron scrap","academic_paper","local_file","pdf","zaozhi/s41598-025-00610-5.pdf","2","2","metadata_in_db","0.9"
"253","Advancements in sustainable lactic acid production: revolutionizing biorefineries by harnessing genetically engineered LAB and lignocellulosic biomass","academic_paper","local_file","pdf","zaozhi/s42452-025-07560-7.pdf","2","2","metadata_in_db","0.9"
"254","Yeast9: a consensus genome-scale metabolic model for S. cerevisiae curated by the community","academic_paper","local_file","pdf","zaozhi/s44320-024-00060-7.pdf","1","1","metadata_in_db","0.9"
"255","Coconut Waste: Discovering Sustainable Approaches to Advance a Circular Economy","academic_paper","local_file","pdf","zaozhi/sustainability-16-03066.pdf","1","1","metadata_in_db","0.9"
"256","Sustainable Production of High-Performance Bioplastics from Agricultural and Industrial Biomass Waste by Integrating Deep Eutectic Solvent (DES) Pretreatment and Acetylation Processes","academic_paper","local_file","pdf","zaozhi/sustainable-production-of-high-performance-bioplastics-from-agricultural-and-industrial-biomass-waste-by-integrating.pdf","2","2","metadata_in_db","0.9"
"257","Technoeconomics of Sugar Cane Bagasse Valorization to Lactic Acid Using Pinch Technology: Distillation vs Reactive Distillation","academic_paper","local_file","pdf","zaozhi/technoeconomics-of-sugar-cane-bagasse-valorization-to-lactic-acid-using-pinch-technology-distillation-vs-reactive.pdf","2","2","metadata_in_db","0.9"
"258","Transition to a Circular Bioeconomy in the Sugar Agro-Industry: Predictive Modeling to Estimate the Energy Potential of By-Products","academic_paper","local_file","pdf","zaozhi/technologies-13-00238.pdf","2","2","metadata_in_db","0.9"
"259","关于造纸酶的产业化导向","academic_paper","local_file","word","zaozhi/关于造纸酶的产业化导向.docx","2","2","exact_title|metadata_in_db","0.9"
"260","关于造纸酶的产业化导向_V2","academic_paper","local_file","word","zaozhi/关于造纸酶的产业化导向_V2.docx","1","2","exact_title|fuzzy_title","0.9"
"261","参观准备","academic_paper","local_file","word","zaozhi/参观准备.docx","1","1","exact_title","0.9"
"262","合成生物学研究员-造纸","academic_paper","local_file","word","zaozhi/合成生物学研究员-造纸.docx","1","1","exact_title","0.9"
"263","市售产品","template","local_file","ppt","zaozhi/市售产品.pptx","1","1","exact_title","0.9"
"264","平台设计_v1.0","academic_paper","local_file","word","zaozhi/平台设计_v1.0.docx","1","1","exact_title","0.9"
"265","方向评估","academic_paper","local_file","word","zaozhi/方向评估.docx","1","1","exact_title","0.9"
"266","景兴纸业初次沟通材料-v1.0","template","local_file","ppt","zaozhi/景兴纸业初次沟通材料-v1.0.pptx","1","4","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"267","景兴纸业沟通材料-v0.5","academic_paper","local_file","word","zaozhi/景兴纸业沟通材料-v0.5.docx","1","4","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"268","景兴纸业沟通材料-v1.0","academic_paper","local_file","word","zaozhi/景兴纸业沟通材料-v1.0.docx","1","4","exact_title|fuzzy_title","0.9"
"269","景兴纸业沟通材料-v2.0","academic_paper","local_file","word","zaozhi/景兴纸业沟通材料-v2.0.docx","1","4","exact_title|fuzzy_title","0.9"
"270","木质素","academic_paper","local_file","pdf","zaozhi/木质素.pdf","1","1","exact_title","0.9"
"271","机器学习驱动的基因组规模代谢模型构建与优化","academic_paper","local_file","pdf","zaozhi/机器学习驱动的基因组规模代谢模型构建与优化.pdf","1","1","exact_title","0.9"
"272","椰树-造纸","academic_paper","local_file","pdf","zaozhi/椰树-造纸.pdf","1","2","exact_title|fuzzy_title","0.9"
"273","椰树造纸分析","academic_paper","local_file","word","zaozhi/椰树造纸分析.docx","1","2","exact_title|fuzzy_title","0.9"
"274","生物智能体-完整路线","template","local_file","ppt","zaozhi/生物智能体-完整路线.pptx","1","1","exact_title","0.9"
"275","硬碳材料","academic_paper","local_file","pdf","zaozhi/硬碳材料.pdf","1","1","exact_title","0.9"
"276","荣晟bio-based paper&pulp by MQE 2025.11.25","template","local_file","ppt","zaozhi/荣晟bio-based paper&pulp by MQE 2025.11.25.pptx","1","6","exact_title|fuzzy_title_low","0.9"
"277","荣晟造纸拜访 2025.11.26","template","local_file","ppt","zaozhi/荣晟造纸拜访 2025.11.26.pptx","1","1","exact_title","0.9"
"278","Demo上传测试文档（示例）","handwritten_note","handwritten","handwritten_note","","0","0","","0"
"279","Friday Demo - Upload Test","handwritten_note","handwritten","handwritten_note","","0","0","","0"
"280","Friday Demo Upload Test","handwritten_note","handwritten","handwritten_note","","0","0","","0"
"281","Friday Check","handwritten_note","handwritten","handwritten_note","","0","0","","0"
"282","Friday File Upload","handwritten_note","handwritten","handwritten_note","","0","0","","0"
"283","MOF-VOCs市场深度评估报告","business_material","local_file","pdf","reports/MOF-VOCs市场深度评估报告.pdf","1","1","exact_title","0.9"
"284","飞书文档-知识库首页","academic_paper","doi_crossref","academic_paper","","0","0","","0"
"287","SAGE: A Self-Evolving Agentic Graph-Memory Engine for Structure-Aware Associative Memory","academic_paper","arxiv_local_pdf","arxiv_pdf","2605.12061v1.pdf","0","0","","0"
"295","关于造纸酶的产业化导向","handwritten_note","local_file","word","关于造纸酶的产业化导向_V2.docx","2","2","exact_title|source_summary","0.9"
"296","vscode wiki 开发记录","sandbox_project","local_file","word","vscode wiki.docx","0","0","","0"
"297","wiki 数据需求","handwritten_note","local_file","word","wiki 数据需求.docx","0","0","","0"
"301","关于造纸酶的产业化导向","business_material","local_file","word","关于造纸酶的产业化导向.docx","2","2","exact_title|source_file_variant","0.9"
"303","MOF-303小试放大预算和风险评估报告","tech_doc","local_file","word","MOF-303小试放大预算和风险评估报告-2.0.docx","2","2","source_summary","0.9"
"304","MOF-303小试放大预算和风险评估报告","tech_doc","local_file","pdf","MOF-303小试放大预算和风险评估报告-2.0.pdf","2","2","source_summary","0.9"
"306","OpenViking 对 MicroEra-Wiki 的可参考设计","tech_doc","local_file","text","prompt.txt","0","0","","0"
"307","大宗购买-泰坦报价","tech_doc","local_file","excel","大宗购买-泰坦报价.xlsx","1","1","exact_title","0.9"
"308","MOF水热合成-成本核算（2）","tech_doc","local_file","excel","MOF水热合成-成本核算（2）.xlsx","1","1","exact_title","0.9"
"309","MOFs产品开发方案","tech_doc","local_file","pdf","MOFs产品开发方案.pdf","1","1","exact_title","0.9"
"310","Web of Science 造纸文献清单","tech_doc","local_file","excel","wos_paper_and_pulp.xlsx","2","2","source_summary","0.9"
"311","造纸流程","tech_doc","local_file","ppt","造纸流程.pptx","1","1","exact_title","0.9"
"312","王熠赟（化学材料研究员）","tech_doc","local_file","pdf","【化学材料研究员_苏州 8-12K】yiyun.wang 1年.pdf","0","0","","0"
"313","王梦瑶（化学材料研究员）","tech_doc","local_file","pdf","【化学材料研究员（实验方向）_苏州 8-12K】王梦瑶 26年应届生(1).pdf","0","0","","0"
"314","毛思慧（化学材料研究员）","tech_doc","local_file","pdf","【化学材料研究员（实验方向）_苏州 8-12K】毛思慧 25年应届生(1).pdf","0","0","","0"
"315","早会-周会","tech_doc","local_file","pdf","早会-周会.pdf","1","1","exact_title","0.9"
"316","郑州环合生物医药有限公司销售合同","tech_doc","local_file","pdf","郑州环合-志特纪元260709(1).pdf","1","1","source_summary","0.9"
"317","Valorisation of Industrial Waste for Second-Generation Ethanol Production: Towards the Scale-Up of High-Solids Paper Sludge Fermentation","tech_doc","local_file","pdf","s12649-025-02962-5.pdf","1","3","source_summary|id_token","0.9"
"318","新建 Microsoft Word 文档","tech_doc","local_file","word","新建 Microsoft Word 文档.docx","1","1","exact_title","0.9"
"319","Advances in Nanocellulose-Based Composites for Sustainable Food Packaging","academic_paper","local_file","pdf","2025_food pakageing.pdf","3","3","source_summary|source_file_variant","0.9"
"320","Impact of Nano-Silica, Cationic Polyacrylamide, and Cationic Starch on Long Fiber Utilization in Recycled Paper Production","academic_paper","local_file","pdf","2025_geotechnical.pdf","3","3","source_summary|source_file_variant","0.9"
"321","Green Synthesis of Zinc Oxide Nanoparticles using Brown Algae on Oil Palm Empty Fruit Bunch Pulp and Paper Substrates: Effect of pH 6 to 8","academic_paper","local_file","pdf","2026_Decarbonization pathways.pdf","3","3","source_summary|source_file_variant","0.9"
"322","savedrecs 文献检索记录","data_standard","local_file","text","savedrecs.txt","4","4","source_summary|source_file_variant","0.9"
"323","METHOD FOR PREPARING 5-HYDROXYMETHYLFURFURAL","patent","local_file","pdf","US202418895254_METHOD FOR PREPARING 5-HYDROXYMETHYLFURFURAL.pdf","2","3","source_summary|fuzzy_title","0.9"
"324","论文标题清单（Year，Article Title）","data_standard","local_file","text","Year，Article Title.txt","2","2","source_summary","0.9"
"325","From black to green - A critical review of thermochemical valorization of black liquor","academic_paper","local_file","pdf","2025-ligini-dual.pdf","2","2","source_summary|source_file_variant","0.9"
"326","A mini-review on lignin isolation and modification based on sorbent materials with porous nature as demulsifier for oil/water separations","academic_paper","local_file","pdf","2025-lignin-oiland water separate-dual.pdf","2","2","source_summary|source_file_variant","0.9"
"327","Recent advances in generation of bioproducts from lignin: a comprehensive review","academic_paper","local_file","pdf","2025-lignin2-dual.pdf","2","2","source_summary|source_file_variant","0.9"
"328","Transparent Wood Fabrication and Applications: A Review","academic_paper","local_file","pdf","2025-Transparent wood-dual.pdf","2","2","source_summary|source_file_variant","0.9"
"332","橙皮成分、生物聚合物提取及其在造纸与包装领域的应用：综述","academic_paper","local_file","pdf","2025_ Orange peel composition-dual.pdf","3","3","source_summary|source_file_variant","0.9"
"333","Chimeric enzymes in the pulp and paper making industry: Current developments","academic_paper","local_file","pdf","2025_Chimeric enzymes-dual.pdf","3","3","source_summary|source_file_variant|pdf_title","0.9"
"351","CN201610046821.8_一种选择性制备1-羟基-2,5-己二酮及2,5-呋喃二甲醇的方法","patent","local_file","text","CN201610046821.8_一种选择性制备1-羟基-2,5-己二酮及2,5-呋喃二甲醇的方法.md","2","13","exact_title|fuzzy_title_low","0.9"
"352","材料组-实验采购记录与账本","data_standard","local_file","text","材料组-实验采购记录与账本.md","1","1","exact_title","0.9"
"353","CN201710768995.X_一种1,10-癸二酸的制备方法","patent","local_file","text","CN201710768995.X_一种1,10‑癸二酸的制备方法.md","2","14","normalized_title|fuzzy_title_low","0.9"
"354","CN201810321005.2_一种正辛醇酯及其正辛醇的制备方法","patent","local_file","text","CN201810321005.2_一种正辛醇酯及其正辛醇的制备方法.md","2","9","exact_title|fuzzy_title_low","0.9"
"355","PCTCN2025079285_一种呋喃二甲酸的制备方法及装置","patent","local_file","text","PCTCN2025079285_一种呋喃二甲酸的制备方法及装置.md","2","19","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"356","savedrecs 文献检索记录","data_standard","local_file","text","savedrecs (2).md","4","4","source_summary|source_file_variant","0.9"
"367","CN201710451177.7_一种间羟基苯乙酮的制备方法","patent","local_file","text","CN201710451177.7_一种间羟基苯乙酮的制备方法.md","2","10","exact_title|fuzzy_title_low","0.9"
"368","Enzyme Technology in the Food Industry: Molecular Mechanisms, Applications, and Sustainable Innovations","academic_paper","local_file","text","2025-enzyme-food-dual.md","2","2","source_summary|source_file_variant","0.9"
"369","Decarbonization pathways for the pulp and paper industry: A comprehensive review","academic_paper","local_file","pdf","2025_Decarbonization pathways-dual.pdf","2","2","source_summary|source_file_variant","0.9"
"370","Advances in Nanocellulose-Based Composites for Sustainable Food Packaging","academic_paper","local_file","pdf","2025_food pakageing-dual.pdf","3","3","source_summary|source_file_variant","0.9"
"371","Impact of Nano-Silica, Cationic Polyacrylamide, and Cationic Starch on Long Fiber Utilization in Recycled Paper Production","academic_paper","local_file","pdf","2025_geotechnical-dual.pdf","3","3","source_summary|source_file_variant","0.9"
"372","Preparation and applications of nanoparticles from lignocellulosic biomass: A review","academic_paper","local_file","pdf","2025_lignocellulosic biomass-dual.pdf","2","2","source_summary|source_file_variant","0.9"
